X,Y,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,MAR_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-8574397.93619283,4708201.69180876,121120,Ward 6,"927 M Street Northwest, Washington, District of Columbia 20001",NCCLT Scattered Sites,Completed 2015 to Date,DHCD,6,38.91280155,-77.02508362,6,0,0,0,0,,239763,397820.75,137559.83,927 M STREET NW,2024/09/23 09:00:26+00
-8572563.06990786,4707786.91307307,121121,Ward 6,"1005 North Capitol Street Northeast, Washington, District of Columbia 20002",North Capitol Commons,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,124,38.90299395,-77.00864201,17,13,94,0,0,,310452,399250.39,137237.69,1005 NORTH CAPITOL STREET NE,2024/09/23 09:00:26+00
-8572703.14497067,4707864.71792707,121122,Ward 6,"2 L Street Northwest, Washington, District of Columbia 20001",Northwest One - Phase 1,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,150,38.90353787,-77.00990033,77,0,73,0,0,,300442,399141.25,137298.08,2 L STREET NW,2024/09/23 09:00:26+00
-8570050.68566501,4708132.65599495,121123,Ward 5,"1256 Owen Place Northeast, Washington, District of Columbia 20002",Owen House,Completed 2015 to Date,DCHA DHCD,4,38.90541126,-76.98607289,4,0,0,0,0,,69542,401208,137506.05,1256 OWEN PLACE NE,2024/09/23 09:00:26+00
-8574000.88775074,4709196.11793494,121124,Ward 6,"1707 7th Street NW, Washington, District of Columbia 20001",Parcel 42,Completed 2015 to Date,DMPED DHCD,108,38.91287832,-77.02151538,9,41,52,6,0,,334861,398130.3,138331.39,1707 7TH STREET NW,2024/09/23 09:00:26+00
-8574114.33250113,4712030.71751977,121125,Ward 1,"610 Park Road Northwest, Washington, District of Columbia 20010",Park Morton - Onsite Phase 1,Under Construction,DMPED DCHFA DHCD OP,142,38.93276032,-77.0219841,31,24,48,39,0,16-12,228839,398042.46,140530.55,610 PARK ROAD NW,2024/09/23 09:00:26+00
-8570132.64117089,4700306.4377556,121126,Ward 8,"2841 Robinson Place Southeast, Washington, District of Columbia 20020",Parkway Overlook,Completed 2015 to Date,DCHA DCHFA DHCD,220,38.85068067,-76.98680911,11,209,0,0,0,,45641,401145.02,131430.53,2841 ROBINSON PLACE SE,2024/09/23 09:00:26+00
-8574631.16350634,4715435.32369597,121127,Ward 4,"935 Kennedy Street Northwest, Washington, District of Columbia 20011",Partner Arms 1,Completed 2015 to Date,DCHA DHCD,14,38.95644218,-77.02722,14,0,0,0,0,,254535,397640.7,143171.22,935 KENNEDY STREET NW,2024/09/23 09:00:26+00
-8574308.06244735,4709039.39022816,121128,Ward 6,"901 Rhode Island Ave NW, Washington, District of Columbia 20001",Phyllis Wheatley,Completed 2015 to Date,DCHA DHCD,84,38.91174954,-77.02431754,84,0,0,0,0,,243262,397890.95,138209.84,901 RHODE ISLAND AVENUE NW,2024/09/23 09:00:26+00
-8561664.88344415,4706377.46958739,121129,Ward 7,"323 63rd Street Northeast, Washington, District of Columbia 20019","Pleasant Park Cooperative, Inc.",Completed 2015 to Date,DHCD,40,38.89314049,-76.91074197,14,19,3,4,1,,148655,407743.33,136147.59,323 63RD STREET NE,2024/09/23 09:00:26+00
-8572873.3390938,4704514.51036602,121130,Ward 6,"64 H Street Southwest, Washington, District of Columbia 20024",Gallery 64/Museum Place - Randall School redevelopment,Completed 2015 to Date,DMPED DHCD OP,98,38.88011362,-77.01142921,0,0,6,92,0,07-13G,334683,399008.31,134697.82,64 H STREET SW,2024/09/23 09:00:26+00
-8571631.31321485,4709817.91038314,121131,Ward 5,"1959 4th Street Northeast, Washington, District of Columbia 20002","RAP, Inc. Community Based Residential Facility (fka The Summit)",Completed 2015 to Date,DHCD,38,38.91719079,-77.0002719,38,0,0,0,0,,53411,399976.42,138813.62,1959 4TH STREET NE,2024/09/23 09:00:26+00
-8570272.97437964,4707426.4552902,121132,Ward 6,"1300 H St NE, Washington, District of Columbia 20002",RL Christian,Completed 2015 to Date,DMPED DHCD,33,38.90039266,-76.98811702,4,29,0,0,0,,286021,401034.87,136957.99,1300 H STREET NE,2024/09/23 09:00:26+00
-8569427.95146608,4706736.26990154,121133,Ward 6,"417 17th St NE, Washington, District of Columbia 20002",Rosedale Townhomes / 17 Solar (Rosedale Property Disposition),Completed 2015 to Date,DHCD,12,38.89564189,-76.98052604,0,3,6,3,0,,311020,401693.45,136422.46,417 17TH STREET NE,2024/09/23 09:00:26+00
-8570679.70407254,4699677.30245325,121134,Ward 8,"1201 Oak Drive Southeast, Washington, District of Columbia 20032",Saint Elizabeths East Campus Redevelopment Phase I,Completed 2015 to Date,DMPED DHCD,202,38.84627882,-76.99172346,19,183,0,0,0,,317136,400718.48,130941.88,1201 OAK DRIVE SE,2024/09/23 09:00:26+00
-8570826.28778135,4701385.89476417,121135,Ward 8,"2620 Sheridan Road Southeast, Washington, District of Columbia 20020",Sheridan Station - Phase III,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,133,38.85823208,-76.99304024,40,0,93,0,0,,311092,400604.07,132268.73,2620 SHERIDAN ROAD SE,2024/09/23 09:00:26+00
-8574364.71122939,4710154.48497785,121136,Ward 1,"965 Florida Avenue Northwest, Washington, District of Columbia 20001",The Wren,Completed 2015 to Date,DMPED OP,132,38.9195432,-77.02482642,33,99,0,0,0,15-34,290008,397847.05,139075.05,965 FLORIDA AVENUE NW,2024/09/23 09:00:26+00
-8568008.61517295,4701893.94325721,121137,Ward 7,"2218 Town Center Dr SE, Washington, District of Columbia 20020",Skyland Town Center - Block 4,Pipeline,DMPED OP,82,38.86178555,-76.96772866,12,66,0,4,0,09-03H,313152,402800.84,132663.7,2218 TOWN CENTER DRIVE SE,2024/09/23 09:00:26+00
-8564700.44220829,4706065.00407716,121138,Ward 7,"4430 Benning Road Northeast, Washington, District of Columbia 20019",The Conway Center,Completed 2015 to Date,DCHA DCHFA DHCD,178,38.89095544,-76.93801085,162,16,0,0,0,,288214,405377.86,135903.11,4430 BENNING ROAD NE,2024/09/23 09:00:26+00
-8572494.26403164,4697482.97133412,121139,Ward 8,"4001 South Capitol Street Southwest, Washington, District of Columbia 20032",South Capitol Multi-Family Building,Completed 2015 to Date,DCHA DCHFA DHCD,195,38.83092483,-77.00802392,78,78,39,0,0,,276615,399303.3,129237.48,4001 SOUTH CAPITOL STREET SW,2024/09/23 09:00:26+00
-8574455.495192,4704570.22436989,121140,Ward 6,"950 Maine Avenue Southwest, Washington, District of Columbia 20024","The Channel (Parcel 2, Wharf Phase I)",Completed 2015 to Date,DMPED OP,104,38.88050323,-77.02564195,54,0,50,0,49,11-03A,315293,397775.11,134741.32,950 MAINE AVENUE SW,2024/09/23 09:00:26+00
-8570633.2031779,4697680.02861739,121141,Ward 8,"852 Barnaby Street Southeast, Washington, District of Columbia 20032",The Gregory Apartments,Completed 2015 to Date,DCHFA DHCD,124,38.83230413,-76.99130573,41,41,42,0,0,,295928,400754.89,129390.56,852 BARNABY STREET SE,2024/09/23 09:00:26+00
-8571298.88273732,4704106.95752351,121142,Ward 6,"601 L Street Southeast, Washington, District of Columbia 20003",The Bixby,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,39,38.87726387,-76.99728563,39,0,0,0,0,,289693,400235.53,134381.38,601 L STREET SE,2024/09/23 09:00:26+00
-8575247.09176111,4708436.81024588,121143,Ward 2,"1417 N Street Northwest, Washington, District of Columbia 20005",The Norwood,Completed 2015 to Date,DHCD,81,38.90753743,-77.03275298,0,55,0,26,3,,218263,397159.18,137742.49,1417 N STREET NW,2024/09/23 09:00:26+00
-8572895.11154258,4707756.45213186,121144,Ward 6,"43 K Street Northwest, Washington, District of Columbia 20001",The SeVerna Phase II (The SeVerna II LLC/Golden Rule Apartments Inc.),Completed 2015 to Date,DMPED DCHA DCHFA DHCD,101,38.90278101,-77.01162479,0,21,80,0,32,,310112,398991.66,137214.08,43 K STREET NW,2024/09/23 09:00:26+00
-8571687.0987276,4703681.71544491,121145,Ward 6,"1331 4th St SE, Washington, District of Columbia 20003",The Yards N Building,Completed 2015 to Date,DMPED DCHFA DHCD,66,38.87428995,-77.00077303,0,0,66,0,0,,310978,399932.92,134051.25,1331 4TH STREET SE,2024/09/23 09:00:26+00
-8569845.71593534,4699383.57448419,121146,Ward 8,"1443 Savannah St SE, Washington, District of Columbia 20032",Tobias Henson Apts.,Completed 2015 to Date,DHCD,64,38.8442241,-76.98423162,0,56,8,0,0,,63162,401368.88,130713.84,1443 SAVANNAH STREET SE,2024/09/23 09:00:26+00
-8569950.6624547,4707699.99852621,121147,Ward 5,"1214 Staples Street Northeast, Washington, District of Columbia 20002",Trinidad Properties (w/ PADD),Completed 2015 to Date,DHCD,9,38.90238668,-76.98517436,0,0,9,0,0,,71425,401285.99,137170.31,1214 STAPLES STREET NE,2024/09/23 09:00:26+00
-8572539.64600688,4697585.81132803,121148,Ward 8,"21 Atlantic Street Southwest, Washington, District of Columbia 20032",Trinity Plaza (Retail Worker Housing Demo Initiative),Completed 2015 to Date,DCHFA DHCD,49,38.83164449,-77.0084316,17,27,0,5,0,,52006,399267.91,129317.37,21 ATLANTIC STREET SW,2024/09/23 09:00:26+00
-8572645.35012948,4708824.56768682,121149,Ward 6,"1520 North Capitol Street Northwest, Washington, District of Columbia 20002",Cycle House,Under Construction,DMPED DHCD,18,38.9102476,-77.00938115,2,4,12,0,0,,331764,399186.36,138042.91,1520 NORTH CAPITOL STREET NW,2024/09/23 09:00:26+00
-8572651.21030637,4708273.48014044,121150,Ward 6,"1200 North Capitol Street Northwest, Washington, District of Columbia 20002",Tyler House Apartments,Completed 2015 to Date,DCHFA,284,38.90639569,-77.00943379,0,0,284,0,0,,237128,399181.75,137615.28,1200 NORTH CAPITOL STREET NW,2024/09/23 09:00:26+00
-8574947.17512322,4716304.19440191,121151,Ward 4,"5922 13th Street Northwest, Washington, District of Columbia 20011",Valencia Apartments,Completed 2015 to Date,DHCD,29,38.96251143,-77.03005878,0,0,29,0,0,,243483,397394.87,143845.04,5922 13TH STREET NW,2024/09/23 09:00:26+00
-8566131.45779372,4710552.37196041,121152,Ward 5,"3814 Fort Lincoln Drive Northeast, Washington, District of Columbia 20018",Villages at Dakota Crossing Phase III,Completed 2015 to Date,DMPED,24,38.92233336,-76.95083508,0,0,0,24,0,,310077,404260.75,139384.6,3814 FORT LINCOLN DRIVE NE,2024/09/23 09:00:26+00
-8575280.54404533,4716996.75917918,121153,Ward 4,"1388 Tuckerman Street Northwest, Washington, District of Columbia 20011",Vizcaya Apartments,Completed 2015 to Date,DHCD,17,38.9673491,-77.03305349,0,0,17,0,0,,257527,397135.52,144382.12,1388 TUCKERMAN STREET NW,2024/09/23 09:00:26+00
-8577147.99485803,4708177.25918761,121154,Ward 2,"1211 23rd Street Northwest, Washington, District of Columbia 20037",West End Parcels (Square 50 - West End Affordable),Completed 2015 to Date,DMPED DCHA DCHFA DHCD OP,55,38.90572306,-77.04982908,3,0,52,0,0,11-12,310857,395677.98,137541.75,1211 23RD STREET NW,2024/09/23 09:00:26+00
-8574160.92300887,4711612.42818573,121155,Ward 1,"660 Kenyon Street Northwest, Washington, District of Columbia 20010",Kenyon House Family Tenants Association,Completed 2015 to Date,DHCD,8,38.92973259,-77.02299576,0,7,0,1,0,,298206,398006.09,140206.08,660 KENYON STREET NW,2024/09/23 09:00:26+00
-8574396.62143387,4707993.65350483,121156,Ward 2,"915 L Street Northwest, Washington, District of Columbia 20001",Square 369,Completed 2015 to Date,OP,23,38.90443922,-77.02511308,0,0,19,4,0,14-09,315500,397821.73,137398.39,915 L STREET NW,2024/09/23 09:00:26+00
-8569909.69385146,4709582.28439417,121157,Ward 5,"1401 New York Ave NE, Washington, District of Columbia 20002",Hecht's Warehouse District,Completed 2015 to Date,DMPED DHCD OP,37,38.91554389,-76.98480634,0,10,10,17,0,14-01 and        14-01A,286132,401317.67,138630.91,1401 NEW YORK AVENUE NE,2024/09/23 09:00:26+00
-8571281.1598144,4701430.6706063,121158,Ward 8,"2704 Wade Road Southeast, Washington, District of Columbia 20020",Parkchester Apartments,Completed 2015 to Date,DHCD,94,38.85854529,-76.99712642,94,0,0,0,0,,278231,400249.41,132303.48,2704 WADE ROAD SE,2024/09/23 09:00:26+00
-8566092.74886702,4707161.25310531,121159,Ward 7,"600 Kenilworth Terrace Northeast, Washington, District of Columbia 20019",The Grove at Parkside - Parkside PUD Block E,Completed 2015 to Date,DCHA DCHFA DHCD OP,186,38.89861997,-76.95051815,10,0,176,0,0,05-28J,311058,404292.33,136753.27,600 KENILWORTH TERRACE NE,2024/09/23 09:00:26+00
-8564895.79050355,4704774.04393611,121160,Ward 7,"4802 Alabama Avenue Southeast, Washington, District of Columbia 20019",Benning Heights Apartments,Completed 2015 to Date,DCHFA DHCD,148,38.88208722,-76.93992495,60,60,28,0,0,,152226,405226.28,134900.95,4802 ALABAMA AVENUE SE,2024/09/23 09:00:26+00
-8569658.69079032,4711182.81983632,121161,Ward 5,"1545 Girard Street Northeast, Washington, District of Columbia 20018",Girard Street Community Partners,Completed 2015 to Date,DCHA DHCD,25,38.92673002,-76.98255154,25,0,0,0,0,,306577,401512.98,139872.7,1545 GIRARD STREET NE,2024/09/23 09:00:26+00
-8570592.41246095,4702166.2224701,121162,Ward 8,"2255 Martin Luther King Jr Ave SE, Washington, District of Columbia 20020",Reunion Square TIF - 2255 Martin Luther King Jr. Ave SE,Pipeline,DMPED OP,134,38.8636904,-76.9909393,0,0,134,0,0,08-07B,278131,400786.36,132874.66,2255 MARTIN LUTHER KING JR AVENUE SE,2024/09/23 09:00:26+00
-8575067.39138538,4717870.90262073,121163,Ward 4,"1324 Main Drive Northwest, Washington, District of Columbia 20306",WRAMC - HELP Walter Reed,Completed 2015 to Date,DMPED DCHA DHCD,77,38.97345391,-77.0311387,75,2,0,0,0,,316865,397301.69,145059.79,1324 MAIN DRIVE NW,2024/09/23 09:00:26+00
-8571878.94770255,4704103.13240388,121164,Ward 6,"1100 2nd Place Southeast, Washington, District of Columbia 20003",The Harlow (Square 769N),Completed 2015 to Date,DCHA DHCD,36,38.877362,-77.001827,9,27,0,0,0,,313921,399783.38,134378.41,1100 2ND PLACE SE,2024/09/23 09:00:26+00
-8563589.44349894,4705323.95519038,121165,Ward 7,"5100 Bass Place Southeast, Washington, District of Columbia 20019",Maya Angelou Cooperative,Completed 2015 to Date,DHCD,9,38.8857742,-76.92803058,0,0,0,9,0,,13515,406244.15,135328.55,5100 BASS PLACE SE,2024/09/23 09:00:26+00
-8571916.37200172,4697123.671054,121166,Ward 8,"4315 3rd Street Southeast, Washington, District of Columbia 20032",Atlantic Terrace,Completed 2015 to Date,DCHFA DHCD,195,38.82841078,-77.00283263,78,117,0,0,0,,295774,399754.04,128958.34,4315 3RD STREET SE,2024/09/23 09:00:26+00
-8575132.68763893,4708444.00303076,121167,Ward 2,"1301 14th St NW, Washington, District of Columbia 20005",N Street Village,Completed 2015 to Date,DCHA DCHFA DHCD,95,38.90758771,-77.03172527,44,12,39,0,0,,225359,397248.32,137748.04,1301 14TH STREET NW,2024/09/23 09:00:26+00
-8573320.0196999,4707753.48951074,121168,Ward 6,"307 K Street Northwest, Washington, District of Columbia 20001",Plaza West,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,223,38.9027603,-77.0154418,35,108,80,0,0,,312744,398660.57,137211.83,307 K STREET NW,2024/09/23 09:00:26+00
-8574184.92204217,4715531.68804227,121169,Ward 4,"734 Longfellow Street Northwest, Washington, District of Columbia 20011",Manna Brightwood TOPA Pool,Completed 2015 to Date,DHCD,60,38.95711566,-77.02321135,0,7,53,0,0,,250300,397988.17,143245.85,734 LONGFELLOW STREET NW,2024/09/23 09:00:26+00
-8571941.57774326,4698307.56329688,121170,Ward 8,"3723 2nd Street Southeast, Washington, District of Columbia 20032",United 2nd Street Tenant Association,Completed 2015 to Date,DHCD,25,38.83669532,-77.00305906,1,13,0,11,0,,31209,399734.41,129877.98,3723 2ND STREET SE,2024/09/23 09:00:26+00
-8563721.43105434,4705457.61740384,121171,Ward 7,"5026 B Street, SE, Washington, District of Columbia 20019","B Street (5026 B Street, SE)",Completed 2015 to Date,DHCD,1,38.88669035,-76.92920889,0,1,0,0,0,,310651,406141.2,135432.22,5026 B STREET SE,2024/09/23 09:00:26+00
-8575193.11580139,4710130.50906591,121172,Ward 1,"2202 14th Street NW, Washington, District of Columbia 20009",Lumen Condominiums,Completed 2015 to Date,DHCD,2,38.91937596,-77.03226811,0,0,0,2,0,,239928,397201.7,139056.65,2202 14TH STREET NW,2024/09/23 09:00:26+00
-8574610.02999274,4716851.05845734,121173,Ward 4,"919 Sheridan Street, NW, Washington, District of Columbia 20011",919 Sheridan LLC,Completed 2015 to Date,DHCD,2,38.96635082,-77.02703455,0,1,0,1,0,,254163,397657.48,144268.98,919 SHERIDAN STREET NW,2024/09/23 09:00:26+00
-8574640.52709954,4708887.73855208,121174,Ward 2,"1101 Rhode Island Avenue Northwest, Washington, District of Columbia 20005",Holm,Completed 2015 to Date,DHCD,3,38.91068917,-77.02730412,0,2,0,1,0,,278837,397631.89,138092.24,1101 RHODE ISLAND AVENUE NW,2024/09/23 09:00:26+00
-8570069.54864084,4707554.96120119,121175,Ward 5,"1111 Orren St NE, Washington, District of Columbia 20002",The Corey,Completed 2015 to Date,DHCD,6,38.90139421,-76.98626297,0,3,0,3,0,,313404,401193.37,137057.74,1111 ORREN STREET NE,2024/09/23 09:00:26+00
-8569594.40028001,4704384.67113857,121176,Ward 6,"1600 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003",1600 Pennsylvania Avenue SE,Completed 2015 to Date,DHCD,8,38.87920564,-76.98197401,0,4,0,4,0,,311021,401564.1,134597.12,1600 PENNSYLVANIA AVENUE SE,2024/09/23 09:00:26+00
-8574398.34229371,4708372.16953097,121177,Ward 2,"926 N Street Northwest, Washington, District of Columbia 20001",Bailey Flats on Blagden,Completed 2015 to Date,DHCD,2,38.90708524,-77.02512854,0,1,0,1,0,,239789,397820.47,137692.12,926 N STREET NW,2024/09/23 09:00:26+00
-8569718.40051939,4706031.3511675,121178,Ward 6,"1511 A Street Northeast, Washington, District of Columbia 20002",1511 A Street NE,Completed 2015 to Date,DHCD,1,38.89072015,-76.98308792,0,0,0,1,0,,62153,401467.21,135875.3,1511 A STREET NE,2024/09/23 09:00:26+00
-8575241.39410316,4710417.71397988,121179,Ward 1,"1412 Chapin Street Northwest, Washington, District of Columbia 20009",Chapin Row,Completed 2015 to Date,DHCD OP,48,38.92138292,-77.0327018,0,2,44,2,0,09-15,234165,397164.17,139279.49,1412 CHAPIN STREET NW,2024/09/23 09:00:26+00
-8576402.61028308,4710709.1130053,121180,Ward 1,"1827 Adams Mill Road Northwest, Washington, District of Columbia 20009",The Adamo,Completed 2015 to Date,DHCD,3,38.92341947,-77.04313318,0,2,0,1,0,,300759,396259.69,139505.94,1827 ADAMS MILL ROAD NW,2024/09/23 09:00:26+00
-8580600.52611524,4714509.16045752,121181,Ward 3,"4600 Wisconsin Avenue Northwest, Washington, District of Columbia 20016",Tenley View,Completed 2015 to Date,DHCD OP,6,38.94997216,-77.08084368,0,0,0,6,0,10-23,264444,392992.22,142455.74,4600 WISCONSIN AVENUE NW,2024/09/23 09:00:26+00
-8574849.72224729,4708474.03407751,121182,Ward 2,"1311 13th Street Northwest, Washington, District of Columbia 20005",Logan 13,Completed 2015 to Date,DHCD,5,38.90778324,-77.02913723,0,3,0,2,0,,243348,397468.8,137771.27,1311 13TH STREET NW,2024/09/23 09:00:26+00
-8575968.44958783,4710885.13974215,121183,Ward 1,"1700 Columbia Road Northwest, Washington, District of Columbia 20009",Ontario 17,Completed 2015 to Date,DHCD,9,38.92464967,-77.03923305,0,0,0,9,0,,284066,396597.95,139642.35,1700 COLUMBIA ROAD NW,2024/09/23 09:00:26+00
-8574169.75811843,4709989.80315779,121184,Ward 1,"2112 8th St NW, Washington, District of Columbia 20001",Atlantic Plumbing (2112 8th Street NW),Completed 2015 to Date,DHCD,29,38.91852622,-77.02307471,0,0,0,29,0,,284190,397998.89,138947.24,2112 8TH STREET NW,2024/09/23 09:00:26+00
-8574177.69387595,4711678.34790662,121185,Ward 1,"3205 Georgia Avenue Northwest, Washington, District of Columbia 20010",Georgia Gibson,Completed 2015 to Date,DHCD,5,38.93019291,-77.02314642,0,3,0,2,0,,218154,397993.04,140257.22,3205 GEORGIA AVENUE NW,2024/09/23 09:00:26+00
-8576214.13022506,4710448.83180605,121186,Ward 1,"2360 Champlain Street Northwest, Washington, District of Columbia 20009",Eden (2360 Champlain Street NW),Completed 2015 to Date,DHCD,2,38.92160041,-77.04144003,0,1,0,1,0,,242974,396406.42,139303.94,2360 CHAMPLAIN STREET NW,2024/09/23 09:00:26+00
-8575189.07503485,4708641.99190199,121187,Ward 2,"1400 14th St NW, Washington, District of Columbia 20005",Mai Place,Completed 2015 to Date,DHCD,4,38.90897171,-77.03223181,0,0,0,4,0,,240221,397204.44,137901.69,1400 14TH STREET NW,2024/09/23 09:00:26+00
-8573235.10515102,4703943.40449109,121188,Ward 6,"222 M St SW, Washington, District of Columbia 20024",St. Matthew's Redevelopment,Completed 2015 to Date,DHCD OP,23,38.87604341,-77.01472774,0,0,0,23,0,11-13,277791,398726.26,134254.51,222 M STREET SW,2024/09/23 09:00:26+00
-8570901.49447855,4711727.35390603,121189,Ward 5,"3300 9th Street Northeast, Washington, District of Columbia 20017",Brookland Station,Completed 2015 to Date,DHCD,1,38.93054362,-76.99365805,0,1,0,0,0,,312213,400544.88,140295,3300 9TH STREET NE,2024/09/23 09:00:26+00
-8573925.7781393,4712140.32689991,121190,Ward 1,"3542 Warder Street Northwest, Washington, District of Columbia 20010",The Warder,Completed 2015 to Date,DHCD,1,38.93342153,-77.02088342,0,1,0,0,0,,228805,398189.34,140615.54,3542 WARDER STREET NW,2024/09/23 09:00:26+00
-8573242.00791194,4717913.99352554,121191,Ward 4,"6918 Willow Street Northwest, Washington, District of Columbia 20012",Willow & Maple,Completed 2015 to Date,DHCD,11,38.97375485,-77.01474101,0,6,0,5,0,,311662,398722.63,145092.84,6918 WILLOW STREET NW,2024/09/23 09:00:26+00
-8570158.85429526,4709202.83401201,121192,Ward 5,"1495 Gallaudet Street Northeast, Washington, District of Columbia 20002",Corcoran Flats (1495 Gallaudet Street NE),Completed 2015 to Date,DHCD,1,38.91289199,-76.98704458,0,1,0,0,0,,312284,401123.6,138336.46,1495 GALLAUDET STREET NE,2024/09/23 09:00:26+00
-8571611.75136299,4710321.13207655,121193,Ward 5,"2321 4th Street Northeast, Washington, District of Columbia 20002",The Chaplain,Completed 2015 to Date,DHCD,2,38.92070791,-77.00009617,0,1,0,1,0,,289738,399991.66,139204.05,2321 4TH STREET NE,2024/09/23 09:00:26+00
-8571310.2064247,4707416.43589343,121194,Ward 6,"600 H Street Northeast, Washington, District of Columbia 20002",The Apollo,Completed 2015 to Date,DHCD OP,35,38.90040398,-76.99738735,0,3,0,32,0,12-18,311750,400226.63,136950.15,600 H STREET NE,2024/09/23 09:00:26+00
-8570990.27419455,4710643.73601046,121195,Ward 5,"806 Channing Place Northeast, Washington, District of Columbia 20018",Brookland Press,Completed 2015 to Date,DHCD,12,38.92280559,-76.99407158,0,0,0,12,0,,289750,400475.78,139454.35,806 CHANNING PLACE NE,2024/09/23 09:00:26+00
-8575722.94434221,4711648.71591139,121196,Ward 1,"3146 16th St NW, Washington, District of Columbia 20010",The Vintage,Completed 2015 to Date,DHCD,8,38.92998617,-77.03702764,0,4,0,4,0,,236414,396789.43,140234.63,3146 16TH STREET NW,2024/09/23 09:00:26+00
-8574556.84537314,4708188.69564558,121197,Ward 2,"1011 M Street Northwest, Washington, District of Columbia 20001",10Eleven,Completed 2015 to Date,DHCD,7,38.90580301,-77.0265524,0,0,0,7,0,,312330,397696.93,137549.78,1011 M STREET NW,2024/09/23 09:00:26+00
-8570157.19533706,4707592.18821845,121198,Ward 5,"1326 Florida Avenue Northeast, Washington, District of Columbia 20002",The Hendrix,Completed 2015 to Date,DHCD,4,38.901633,-76.98702968,0,2,0,2,0,,301806,401125.07,137086.62,1326 FLORIDA AVENUE NE,2024/09/23 09:00:26+00
-8575117.36445363,4709713.66276516,121199,Ward 1,"1925 14th St NW, Washington, District of Columbia 20009","Elysium Fourteen (1925 14th Street, NW)",Completed 2015 to Date,DHCD,4,38.9164625,-77.03158762,0,0,0,4,0,,302229,397260.6,138733.21,1925 14TH STREET NW,2024/09/23 09:00:26+00
-8576164.49642005,4710435.6555879,121200,Ward 1,"2337 Champlain Street Northwest, Washington, District of Columbia 20009",The Morgan,Completed 2015 to Date,DHCD,4,38.92150832,-77.04099416,0,2,0,2,0,,313999,396445.08,139293.7,2337 CHAMPLAIN STREET NW,2024/09/23 09:00:26+00
-8574497.372946,4711945.54536048,121201,Ward 1,"777 Morton Street Northwest, Washington, District of Columbia 20010",Morton Street Mews,Completed 2015 to Date,DHCD,2,38.93201222,-77.02603185,0,1,0,1,0,,233061,397744.1,140464.56,777 MORTON STREET NW,2024/09/23 09:00:26+00
-8574240.92434855,4712275.84331757,121202,Ward 1,"3559 Georgia Ave NW, Washington, District of Columbia 20010",The V at Georgia Ave,Completed 2015 to Date,DHCD,2,38.9343927,-77.02375008,0,0,0,2,0,,284757,397943.91,140720.72,3559 GEORGIA AVENUE NW,2024/09/23 09:00:26+00
-8575568.9021931,4711370.49275272,121203,Ward 1,"3035 15th St NW, Washington, District of Columbia 20009",The Apex,Completed 2015 to Date,DHCD,2,38.92802685,-77.0357225,0,1,0,1,0,,234374,396909.33,140018.75,3035 15TH STREET NW,2024/09/23 09:00:26+00
-8573762.37301403,4704985.75954376,121204,Ward 6,"555 E Street Southwest, Washington, District of Columbia 20024",Old Engine Co. 13,Completed 2015 to Date,DMPED DCHFA DHCD,58,38.88340901,-77.01941553,14,44,0,0,0,,316452,398315.43,135063.75,555 E STREET SW,2024/09/23 09:00:26+00
-8572063.92642635,4703468.92768871,121205,Ward 6,"125 O Street Southeast, Washington, District of Columbia 20003","DC Water Parcels - F1, G1, G2",Pipeline,DMPED OP,279,38.87280145,-77.00415813,140,0,139,0,0,13-05,294979,399639.17,133886.06,125 O STREET SE,2024/09/23 09:00:26+00
-8574308.68922733,4712852.48612425,121206,Ward 4,"3825 Georgia Avenue Northwest, Washington, District of Columbia 20011",3825 Georgia Avenue,Completed 2015 to Date,DMPED,7,38.93839743,-77.02432317,4,0,3,0,0,,295066,397891.25,141168.02,3825 GEORGIA AVENUE NW,2024/09/23 09:00:26+00
-8574424.8248557,4709689.31433243,121207,Ward 1,"1923 Vermont Ave NW, Washington, District of Columbia",Grimke Elementary School Phase 2,Under Construction,DMPED,12,38.91629231,-77.02536643,0,12,0,0,0,,239514,397800.12,138714.15,1923 VERMONT AVENUE NW,2024/09/23 09:00:26+00
-8574207.78822494,4711480.32461097,121208,Ward 1,"3012 Georgia Avenue Northwest, Washington, District of Columbia 20001",NCI - Park Morton - Bruce Monroe,Pipeline,DMPED OP,209,38.92880909,-77.02341676,90,43,34,42,0,16-11,294551,397969.56,140103.61,3012 GEORGIA AVENUE NW,2024/09/23 09:00:26+00
