geoid,name,B25003001,"B25003001, Error",B25003002,"B25003002, Error",B25003003,"B25003003, Error"
14000US24510130803,"Census Tract 1308.03, Baltimore, MD",1370,212,748,186,622,145
14000US24510130804,"Census Tract 1308.04, Baltimore, MD",867,83,503,74,364,65
14000US24510130805,"Census Tract 1308.05, Baltimore, MD",610,77,324,76,286,74
14000US24510130806,"Census Tract 1308.06, Baltimore, MD",703,104,499,98,204,70
14000US24510140100,"Census Tract 1401, Baltimore, MD",2161,287,666,126,1495,286
14000US24510140200,"Census Tract 1402, Baltimore, MD",1048,432,373,377,675,181
14000US24510140300,"Census Tract 1403, Baltimore, MD",996,163,318,100,678,155
14000US24510150100,"Census Tract 1501, Baltimore, MD",1121,192,640,197,481,144
14000US24510150200,"Census Tract 1502, Baltimore, MD",862,212,416,130,446,208
14000US24510150300,"Census Tract 1503, Baltimore, MD",507,110,301,80,206,100
14000US24510150400,"Census Tract 1504, Baltimore, MD",1469,233,471,166,998,222
14000US24510150500,"Census Tract 1505, Baltimore, MD",723,92,336,77,387,99
14000US24510150600,"Census Tract 1506, Baltimore, MD",1370,348,330,126,1040,345
14000US24510150701,"Census Tract 1507.01, Baltimore, MD",673,104,511,108,162,72
14000US24510150702,"Census Tract 1507.02, Baltimore, MD",740,88,565,105,175,93
14000US24510150800,"Census Tract 1508, Baltimore, MD",1916,353,839,198,1077,374
14000US24510150900,"Census Tract 1509, Baltimore, MD",1223,290,852,212,371,222
14000US24510151000,"Census Tract 1510, Baltimore, MD",1907,244,1060,237,847,252
14000US24510151100,"Census Tract 1511, Baltimore, MD",2792,302,2188,389,604,255
14000US24510151200,"Census Tract 1512, Baltimore, MD",1554,208,591,231,963,211
14000US24510151300,"Census Tract 1513, Baltimore, MD",1577,311,686,177,891,305
14000US24510160100,"Census Tract 1601, Baltimore, MD",1024,231,123,78,901,219
14000US24510160200,"Census Tract 1602, Baltimore, MD",903,181,426,155,477,157
14000US24510160300,"Census Tract 1603, Baltimore, MD",571,191,120,65,451,192
14000US24510160400,"Census Tract 1604, Baltimore, MD",756,160,255,81,501,148
14000US24510160500,"Census Tract 1605, Baltimore, MD",1426,300,732,268,694,204
14000US24510160600,"Census Tract 1606, Baltimore, MD",1288,219,437,170,851,229
14000US24510160700,"Census Tract 1607, Baltimore, MD",1428,206,650,183,778,203
14000US24510160801,"Census Tract 1608.01, Baltimore, MD",1196,107,744,162,452,142
14000US24510160802,"Census Tract 1608.02, Baltimore, MD",1005,145,653,146,352,123
14000US24510170100,"Census Tract 1701, Baltimore, MD",959,140,74,41,885,148
14000US24510170200,"Census Tract 1702, Baltimore, MD",1378,192,36,35,1342,193
14000US24510170300,"Census Tract 1703, Baltimore, MD",883,138,239,68,644,140
14000US24510180300,"Census Tract 1803, Baltimore, MD",889,179,195,87,694,171
14000US24510190100,"Census Tract 1901, Baltimore, MD",769,173,208,60,561,183
14000US24510190200,"Census Tract 1902, Baltimore, MD",747,169,367,126,380,150
14000US24510190300,"Census Tract 1903, Baltimore, MD",785,166,133,66,652,170
14000US24510200100,"Census Tract 2001, Baltimore, MD",581,195,171,72,410,207
14000US24510200200,"Census Tract 2002, Baltimore, MD",674,137,285,91,389,138
14000US24510200300,"Census Tract 2003, Baltimore, MD",381,76,157,76,224,78
14000US24510200400,"Census Tract 2004, Baltimore, MD",371,79,139,77,232,55
14000US24510200500,"Census Tract 2005, Baltimore, MD",875,221,237,187,638,204
14000US24510200600,"Census Tract 2006, Baltimore, MD",1066,208,540,120,526,194
14000US24510200701,"Census Tract 2007.01, Baltimore, MD",1914,258,1064,189,850,262
14000US24510200702,"Census Tract 2007.02, Baltimore, MD",516,135,333,126,183,73
14000US24510200800,"Census Tract 2008, Baltimore, MD",794,133,293,86,501,120
14000US24510210100,"Census Tract 2101, Baltimore, MD",1094,169,533,146,561,149
14000US24510210200,"Census Tract 2102, Baltimore, MD",1591,254,586,202,1005,287
14000US24510220100,"Census Tract 2201, Baltimore, MD",2702,358,1027,297,1675,279
14000US24510230100,"Census Tract 2301, Baltimore, MD",1227,294,360,125,867,280
14000US24510230200,"Census Tract 2302, Baltimore, MD",829,75,486,87,343,86
14000US24510230300,"Census Tract 2303, Baltimore, MD",803,116,227,71,576,100
14000US24510240100,"Census Tract 2401, Baltimore, MD",1876,196,1132,194,744,190
14000US24510240200,"Census Tract 2402, Baltimore, MD",1550,137,977,146,573,112
14000US24510240300,"Census Tract 2403, Baltimore, MD",1055,82,608,100,447,109
14000US24510240400,"Census Tract 2404, Baltimore, MD",1332,178,898,158,434,113
14000US24510250101,"Census Tract 2501.01, Baltimore, MD",1666,240,1103,164,563,274
14000US24510250102,"Census Tract 2501.02, Baltimore, MD",1269,236,491,148,778,242
14000US24510250103,"Census Tract 2501.03, Baltimore, MD",1709,217,645,126,1064,238
14000US24510250203,"Census Tract 2502.03, Baltimore, MD",761,92,157,54,604,90
14000US24510250204,"Census Tract 2502.04, Baltimore, MD",1574,261,75,39,1499,262
14000US24510250205,"Census Tract 2502.05, Baltimore, MD",1331,137,410,132,921,150
14000US24510250206,"Census Tract 2502.06, Baltimore, MD",907,118,550,107,357,92
14000US24510250207,"Census Tract 2502.07, Baltimore, MD",797,80,94,54,703,104
14000US24510250301,"Census Tract 2503.01, Baltimore, MD",708,141,302,85,406,139
14000US24510250303,"Census Tract 2503.03, Baltimore, MD",752,110,418,104,334,104
14000US24510250401,"Census Tract 2504.01, Baltimore, MD",1532,225,615,152,917,240
14000US24510250402,"Census Tract 2504.02, Baltimore, MD",1560,202,586,179,974,250
14000US24510250500,"Census Tract 2505, Baltimore, MD",2180,494,1255,476,925,216
14000US24510250600,"Census Tract 2506, Baltimore, MD",29,22,5,8,24,24
14000US24510260101,"Census Tract 2601.01, Baltimore, MD",1926,183,1101,148,825,194
14000US24510260102,"Census Tract 2601.02, Baltimore, MD",1939,193,1462,238,477,163
14000US24510260201,"Census Tract 2602.01, Baltimore, MD",2478,370,770,238,1708,403
14000US24510260202,"Census Tract 2602.02, Baltimore, MD",2834,406,835,235,1999,419
14000US24510260203,"Census Tract 2602.03, Baltimore, MD",1016,107,443,109,573,117
14000US24510260301,"Census Tract 2603.01, Baltimore, MD",1438,172,785,162,653,129
14000US24510260302,"Census Tract 2603.02, Baltimore, MD",2551,241,1959,265,592,202
14000US24510260303,"Census Tract 2603.03, Baltimore, MD",727,253,211,220,516,152
14000US24510260401,"Census Tract 2604.01, Baltimore, MD",1102,130,523,142,579,162
14000US24510260402,"Census Tract 2604.02, Baltimore, MD",1304,166,295,100,1009,177
14000US24510260403,"Census Tract 2604.03, Baltimore, MD",732,144,193,108,539,108
14000US24510260404,"Census Tract 2604.04, Baltimore, MD",444,94,128,55,316,105
14000US24510260501,"Census Tract 2605.01, Baltimore, MD",1701,178,840,186,861,222
14000US24510260604,"Census Tract 2606.04, Baltimore, MD",542,167,114,67,428,159
14000US24510260605,"Census Tract 2606.05, Baltimore, MD",2133,300,1306,324,827,205
14000US24510260700,"Census Tract 2607, Baltimore, MD",1083,129,659,139,424,131
14000US24510260800,"Census Tract 2608, Baltimore, MD",920,142,389,106,531,141
14000US24510260900,"Census Tract 2609, Baltimore, MD",2055,258,925,179,1130,269
14000US24510261000,"Census Tract 2610, Baltimore, MD",948,131,580,134,368,149
14000US24510261100,"Census Tract 2611, Baltimore, MD",997,130,680,142,317,71
14000US24510270101,"Census Tract 2701.01, Baltimore, MD",570,39,480,63,90,50
14000US24510270102,"Census Tract 2701.02, Baltimore, MD",1466,198,1123,212,343,131
14000US24510270200,"Census Tract 2702, Baltimore, MD",770,159,638,145,132,67
14000US24510270301,"Census Tract 2703.01, Baltimore, MD",1234,169,1049,192,185,112
14000US24510270302,"Census Tract 2703.02, Baltimore, MD",753,131,508,76,245,130
14000US24510270401,"Census Tract 2704.01, Baltimore, MD",1847,204,1289,219,558,204
14000US24510270402,"Census Tract 2704.02, Baltimore, MD",1136,202,1041,192,95,80
14000US24510270501,"Census Tract 2705.01, Baltimore, MD",1723,213,1509,194,214,149
14000US24510270502,"Census Tract 2705.02, Baltimore, MD",1607,151,1198,184,409,137
14000US24510270600,"Census Tract 2706, Baltimore, MD",1786,184,1519,163,267,154
14000US24510270701,"Census Tract 2707.01, Baltimore, MD",1062,119,0,14,1062,119
14000US24510270702,"Census Tract 2707.02, Baltimore, MD",1019,142,437,109,582,160
14000US24510270703,"Census Tract 2707.03, Baltimore, MD",1388,184,1036,234,352,130
14000US24510270801,"Census Tract 2708.01, Baltimore, MD",1375,122,965,190,410,160
14000US24510270802,"Census Tract 2708.02, Baltimore, MD",2466,452,1505,398,961,249
14000US24510270803,"Census Tract 2708.03, Baltimore, MD",2803,228,1255,228,1548,304
14000US24510270804,"Census Tract 2708.04, Baltimore, MD",1385,197,555,96,830,193
14000US24510270805,"Census Tract 2708.05, Baltimore, MD",2013,206,1429,234,584,131
14000US24510270901,"Census Tract 2709.01, Baltimore, MD",1673,201,814,222,859,244
14000US24510270902,"Census Tract 2709.02, Baltimore, MD",1318,130,1067,200,251,126
14000US24510270903,"Census Tract 2709.03, Baltimore, MD",1341,214,987,189,354,168
14000US24510271001,"Census Tract 2710.01, Baltimore, MD",938,103,315,84,623,125
14000US24510271002,"Census Tract 2710.02, Baltimore, MD",1449,148,834,184,615,148
14000US24510271101,"Census Tract 2711.01, Baltimore, MD",891,117,471,107,420,102
14000US24510271102,"Census Tract 2711.02, Baltimore, MD",512,77,486,84,26,28
14000US24510271200,"Census Tract 2712, Baltimore, MD",2147,218,1773,182,374,150
14000US24510271300,"Census Tract 2713, Baltimore, MD",1101,167,711,86,390,157
14000US24510271400,"Census Tract 2714, Baltimore, MD",1484,167,1129,148,355,89
14000US24510271501,"Census Tract 2715.01, Baltimore, MD",1777,164,1142,152,635,131
14000US24510271503,"Census Tract 2715.03, Baltimore, MD",621,86,512,87,109,47
14000US24510271600,"Census Tract 2716, Baltimore, MD",1312,214,595,159,717,184
14000US24510271700,"Census Tract 2717, Baltimore, MD",1758,230,820,142,938,254
14000US24510271801,"Census Tract 2718.01, Baltimore, MD",1112,183,469,149,643,161
14000US24510271802,"Census Tract 2718.02, Baltimore, MD",774,124,336,105,438,115
14000US24510271900,"Census Tract 2719, Baltimore, MD",1458,130,973,152,485,136
14000US24510272003,"Census Tract 2720.03, Baltimore, MD",2131,285,1069,187,1062,293
14000US24510272004,"Census Tract 2720.04, Baltimore, MD",1750,177,650,163,1100,143
14000US24510272005,"Census Tract 2720.05, Baltimore, MD",1294,145,696,162,598,101
14000US24510272006,"Census Tract 2720.06, Baltimore, MD",1575,118,484,110,1091,155
14000US24510272007,"Census Tract 2720.07, Baltimore, MD",1588,135,601,123,987,160
14000US24510280101,"Census Tract 2801.01, Baltimore, MD",1157,190,743,173,414,165
14000US24510280102,"Census Tract 2801.02, Baltimore, MD",2318,278,1331,268,987,315
14000US24510280200,"Census Tract 2802, Baltimore, MD",1625,209,1360,210,265,126
14000US24510280301,"Census Tract 2803.01, Baltimore, MD",2057,265,382,131,1675,260
14000US24510280302,"Census Tract 2803.02, Baltimore, MD",1249,403,408,160,841,374
14000US24510280401,"Census Tract 2804.01, Baltimore, MD",1519,206,1017,205,502,151
14000US24510280402,"Census Tract 2804.02, Baltimore, MD",602,85,530,99,72,55
14000US24510280403,"Census Tract 2804.03, Baltimore, MD",1848,170,984,180,864,173
14000US24510280404,"Census Tract 2804.04, Baltimore, MD",1121,135,498,137,623,168
14000US24510280500,"Census Tract 2805, Baltimore, MD",941,91,32,34,909,92
14000US24510280600,"Census Tract 2806, Baltimore, MD",1575,177,245,106,1330,185
